first_purchase_year;birth_year;gender;loyalty_store;id_customer
1999;1963;F;1202;625
2014;1962;F;1205;626
1996;1938;F;1202;627
2015;1992;M;1216;630
2014;1972;F;1251;631
2013;1946;M;1261;632
2016;1980;F;1205;633
2011;1984;F;1203;635
2002;1953;M;1207;636
1999;1944;F;1202;637
2004;1934;F;1208;640
1972;1946;M;1095;642
2006;1982;M;1203;646
1985;1948;F;1252;647
1999;1967;F;1203;649
2019;1961;M;1204;650
2017;1978;F;1207;654
2013;1978;F;1207;657
2003;1979;M;1208;658
1999;1950;M;1202;659
2018;1952;M;1203;660
2013;1952;F;1261;661
1997;1975;F;1203;662
2013;1959;F;1261;663
2003;1976;F;1205;666
2005;1973;M;1204;667
2021;1967;M;1262;671
2007;1953;F;1250;672
2009;1954;F;1216;679
2002;1964;F;1207;680
2021;1967;F;1207;682
2020;1969;F;1251;683
1999;1962;F;1201;684
2021;1988;F;1262;685
2018;1963;M;1216;687
1998;1949;F;1095;689
1999;1965;F;1018;692
2001;1956;F;1201;693
1997;1939;M;1205;694
2001;1952;F;1018;695
1988;1937;F;1205;697
2006;1969;F;1250;698
2006;1954;F;1203;699
1987;1955;M;1203;700
2010;1961;F;1204;703
1993;1947;F;1203;706
2012;1971;M;1204;707
2013;1969;F;1261;710
1995;1932;M;1203;711
1999;1953;M;1203;713
2020;1960;M;1251;714
2017;1959;M;1216;716
2003;1950;F;1208;721
2016;1987;F;1250;724
2014;1980;M;1261;725
1999;1961;F;1202;726
2014;1947;F;1201;727
2007;1978;F;1203;728
2019;1985;F;1207;729
2002;1973;M;1201;731
1999;1951;F;1203;735
2013;1980;F;1251;736
2013;1950;M;1251;739
2013;1942;M;1261;741
2013;1947;F;1261;743
1988;1962;M;1205;746
2019;1979;F;1208;751
1999;1940;M;1250;752
2018;1953;M;1250;753
2000;1962;F;1203;755
1997;1944;M;1201;9138
1996;1938;M;1203;9139
2019;1986;F;1203;9141
1999;1954;M;1201;9142
1999;1940;M;1201;9144
1998;1976;F;1066;9146
1993;1974;M;1203;9148
2005;1961;M;1216;9149
2015;1968;F;1250;9152
2020;1988;F;1203;9157
2018;1983;M;1208;9158
2021;1997;F;1203;9159
2014;1983;M;1261;9164
2010;1949;M;1204;9166
1999;1969;F;1204;9167
2013;1957;F;1262;9168
1999;1933;M;1201;9172
2009;1980;F;1216;9173
2017;1986;M;1262;9174
2005;1959;M;1216;9175
2003;1946;M;1207;9178
2016;1963;M;1201;9179
2000;1939;M;1204;9182
2013;1959;F;1207;9184
2015;1932;F;1208;9190
2005;1977;F;1206;9192
2017;1956;M;1251;9194
1997;1973;M;1066;9196
2018;1955;M;1205;9198
2015;1937;M;1206;9199
1993;1965;F;1203;9200
2000;1957;F;1203;9201
2012;1965;M;1206;9202
1974;1951;M;1015;9205
1994;1958;M;1203;9207
1995;1954;M;1202;9209
1996;1957;M;1018;9211
2015;1988;M;1251;9214
2000;1971;M;1202;9218
1996;1976;F;1203;9222
2002;1940;F;1207;9224
2003;1957;F;1206;9227
1993;1935;M;1201;9231
1995;1944;M;1201;9233
2013;1973;F;1261;9239
2001;1958;F;1205;9242
2017;1990;F;1251;9248
2015;1966;F;1216;9250
1995;1937;M;1201;9252
2015;1945;M;1207;9259
2016;1953;F;1216;9262
2013;1980;F;1262;9263
2020;1994;F;1261;9267
2013;1930;F;1261;9270
1993;1934;F;1201;9271
1999;1951;F;1216;9274
2009;1973;F;1250;9276
2000;1974;M;1202;9282
2008;1935;F;1206;9285
1986;1947;M;1201;9287
2003;1964;M;1208;9289
1999;1961;M;1201;9290
1986;1948;F;1018;9293
1983;1956;M;1203;9295
2007;1939;M;1250;9297
2013;1977;F;1261;9299
2014;1976;M;1207;9302
2019;1964;F;1206;9307
2008;1976;F;1045;9310
2006;1973;M;1208;9314
1993;1940;M;1202;9321
2019;1949;M;1252;9322
2019;1994;F;1203;9326
1993;1936;M;1201;9329
2015;1985;M;1208;9330
1999;1960;M;1202;9333
2012;1965;F;1216;9337
2001;1953;M;1035;9340
1997;1965;F;1250;9342
2014;1989;F;1216;9344
2013;1955;F;1262;9345
2020;1993;M;1021;9347
2021;1986;F;1250;9355
2018;1984;M;1261;9356
1999;1973;F;1206;9358
2014;1948;M;1262;9359
2013;1983;M;1262;9360
2013;1969;F;1262;9364
1993;1940;F;1202;9368
1999;1961;F;1205;9373
1997;1974;F;1204;9379
2007;1961;M;1208;9383
2017;1962;F;1250;9385
2013;1971;F;1207;9386
2004;1948;F;1201;9387
2003;1972;F;1208;9389
2013;1952;M;1262;9391
2002;1947;M;1201;9392
1996;1962;F;1201;9393
2017;1987;F;1261;9394
2017;1990;F;1204;9398
2018;1994;M;1251;9399
2016;1993;M;1206;9403
2014;1943;M;1262;9405
2013;1976;F;1251;9411
2013;1985;F;1261;9412
2020;1975;M;1262;9414
2004;1949;M;1206;9421
2016;1991;F;1203;9425
2020;1991;M;1250;9427
2018;1963;M;1251;9431
2013;1975;F;1261;9433
2002;1950;M;1207;9435
2021;1994;M;1206;9436
1990;1939;M;1018;9440
2013;1971;F;1262;9441
2002;1978;F;1203;9442
2018;1950;F;1206;9443
1985;1951;F;1018;9448
2012;1985;F;1250;9451
2007;1956;F;1216;9452
2017;1951;F;1206;9454
2013;1979;F;1207;9458
2002;1948;F;1207;9460
2000;1969;M;1206;9462
2013;1937;M;1261;9466
1992;1958;F;1203;9467
2007;1969;F;1208;9468
2016;1971;F;1202;9475
2020;1948;M;1206;9476
1998;1936;M;1202;9482
2013;1981;F;1261;9483
2015;1975;F;1053;9486
1996;1929;M;1252;9493
2017;1987;F;1205;9494
1998;1965;F;1094;9498
1994;1942;M;1203;9499
1994;1953;M;1204;9503
2003;1966;M;1207;9505
2003;1947;M;1208;9510
2018;1982;F;1262;9514
2019;1980;F;1205;9517
2013;1947;M;1262;9522
2015;1983;F;1201;9525
2014;1959;F;1251;9526
2014;1993;M;1262;9527
2014;1970;M;1207;9529
2010;1966;M;1206;9533
1989;1957;M;1201;9542
2021;1987;M;1040;9544
2021;1970;M;1216;9550
2000;1970;M;1203;9552
2018;1961;M;1206;9553
2000;1954;M;1203;9554
1999;1957;F;1203;9557
2012;1967;F;1251;9565
2016;1947;F;1206;9570
2017;1960;M;1205;9571
2015;1955;M;1207;9577
1994;1940;M;1201;9584
2018;1982;F;1203;9587
2010;1958;F;1203;9593
1985;1961;F;1252;9597
2013;1967;F;1201;9600
2019;1967;M;1252;9604
2020;1988;M;1206;9605
1997;1943;F;1201;9606
2014;1967;M;1205;9607
1999;1942;F;1201;9610
1997;1962;M;1202;9611
2017;1982;F;1250;9613
2021;1985;M;1203;9615
2013;1978;M;1261;9616
1991;1944;M;1201;9618
2005;1950;M;1041;9621
2017;1950;F;1208;9624
2005;1951;F;1216;9629
2012;1969;M;1251;9633
2016;1982;F;1208;9634
2016;1941;M;1201;9635
2016;1975;M;1252;9638
2003;1968;F;1208;9640
2008;1980;F;1201;9641
2016;1952;M;1261;9643
2000;1963;F;1250;9648
1999;1942;M;1203;9649
2021;1986;F;1203;9653
1999;1962;F;1203;9655
1995;1937;M;1201;9664
2021;1965;F;1206;9671
2014;1963;M;1205;9676
2014;1954;M;1262;9678
1999;1957;F;1208;9679
2012;1991;F;1250;9680
2017;1970;M;1204;9684
2011;1962;M;1201;9688
1999;1942;F;1201;9690
2000;1969;F;1204;9693
2008;1942;M;1202;9697
2014;1974;M;1201;9700
2001;1963;F;1202;9703
2003;1965;F;1204;9704
2017;1967;F;1261;9706
2015;1939;M;1035;9709
1992;1956;M;1250;9710
2021;1957;F;1252;9711
2013;1971;F;1262;9713
2017;1965;F;1251;9716
1999;1965;M;1252;9717
1992;1955;F;1202;9718
2006;1975;M;1250;9720
2016;1980;F;1201;9723
2003;1980;F;1201;9725
1997;1957;M;1204;9727
2000;1959;M;1018;9731
2013;1951;M;1261;9732
2021;1961;F;1251;9745
2013;1964;F;1262;9746
2018;1987;F;1261;9747
2004;1961;F;1207;9749
2012;1983;F;1206;9751
1998;1948;F;1204;9752
1989;1944;F;1018;9753
2013;1957;F;1207;9762
2004;1986;F;1208;9763
1985;1960;F;1095;9765
2015;1973;M;1206;9773
2013;1965;F;1262;9777
2017;1983;M;1252;9778
2004;1955;F;1038;9782
1992;1940;M;1216;9783
1991;1954;F;1095;9785
2021;1988;M;1251;9786
2002;1971;M;1207;9787
1998;1950;M;1203;9791
2020;1981;F;1262;9796
2018;1978;M;1251;9797
2015;1941;M;1261;9800
2005;1967;F;1216;9801
2013;1958;M;1201;9804
1986;1942;M;1045;9806
2014;1960;F;1216;9808
2013;1958;F;1261;9809
2017;1951;M;1261;9816
1981;1937;M;1201;9817
2003;1951;F;1208;9819
2016;1966;F;1208;9823
2003;1940;M;1216;9824
2014;1990;M;1203;9826
1999;1937;M;1202;9828
2013;1971;F;1261;9831
1992;1942;M;1202;9833
1997;1950;M;1023;9835
1999;1955;M;1204;9841
2001;1953;F;1201;9842
2015;1974;F;1203;9843
2016;1992;M;1201;9844
2012;1964;F;1251;9846
1998;1969;M;1216;9847
2013;1966;M;1261;9850
2013;1971;F;1261;9852
2013;1974;M;1261;9861
2014;1973;M;1201;9865
2012;1969;M;1251;9866
2008;1954;F;1207;9868
2020;1958;F;1251;9871
2002;1964;F;1206;9873
2013;1969;F;1262;9874
2004;1943;M;1201;9878
2002;1960;M;1202;9883
2019;1973;M;1204;9885
1995;1972;M;1204;9886
2018;1969;F;1216;9889
1999;1948;M;1202;13102
2017;1967;M;1262;13105
2015;1987;M;1201;13115
2022;1957;F;1207;13116
1995;1954;M;1033;13122
2013;1934;F;1261;13129
1994;1971;M;1252;13138
1986;1936;F;1216;13149
2001;1962;M;1202;13153
2017;1971;F;1201;13155
1998;1949;F;1033;13159
2014;1975;F;1201;13164
2000;1970;F;1203;13165
2021;1952;M;1095;13166
2018;1987;F;1035;13167
1985;1956;M;1045;13171
2003;1947;F;1201;13174
2001;1945;F;1206;13177
1998;1950;M;1252;13178
2005;1960;F;1216;13183
1991;1931;M;1201;13188
2003;1968;M;1203;13190
2016;1987;F;1206;13195
1991;1938;M;1035;13203
1998;1961;F;1045;13204
2018;1974;M;1202;13223
2008;1938;M;1208;13224
2013;1973;M;1262;13234
2017;1964;M;1252;13236
2005;1946;F;1206;13239
2014;1988;F;1262;13241
2019;1979;M;1252;13244
2019;1948;F;1252;13247
2010;1970;F;1250;13257
1987;1948;F;1203;13259
2021;1956;M;1207;13263
2021;1949;M;1251;13264
2014;1970;F;1262;13268
2003;1967;F;1207;13273
2015;1955;F;1261;13281
2013;1977;F;1041;13284
2012;1969;M;1216;13291
2013;1976;F;1261;13295
2002;1972;F;1206;13297
2022;1994;M;1205;13313
1987;1956;F;1252;13318
1985;1947;F;1216;13324
1999;1958;M;1204;13337
2002;1956;F;1207;13339
1986;1948;M;1216;13344
2014;1986;M;1261;13345
2016;1975;F;1204;13357
2004;1967;M;1205;13359
2013;1963;M;1261;13360
2014;1958;F;1203;13363
2019;1958;M;1250;13366
2002;1955;F;1203;13368
2020;1962;M;1201;13373
2019;1987;F;1066;13378
2014;1979;F;1261;13393
2013;1970;M;1251;13399
2009;1969;M;1216;13400
2017;1969;F;1205;13405
2010;1958;M;1206;13410
1996;1958;F;1203;13413
2004;1948;M;1208;13417
2012;1969;F;1204;13425
1992;1948;F;1206;13436
2019;1942;M;1202;13444
2020;1948;F;1262;13445
2017;1988;F;1262;13451
2016;1993;M;1204;13466
1993;1975;F;1035;13468
1996;1940;M;1201;13473
2014;1970;M;1205;13480
2010;1979;F;1203;13481
1996;1957;F;1201;13483
2014;1964;M;1250;13487
2013;1981;F;1262;13491
2008;1985;F;1203;13493
2010;1973;M;1250;13497
2009;1956;M;1018;13503
2000;1974;M;1204;13511
2014;1977;F;1203;13513
2013;1962;F;1262;13526
2014;1981;F;1202;13536
1999;1969;F;1201;13538
2018;1953;M;1252;13542
2002;1954;M;1206;13545
2002;1976;F;1207;13551
1999;1965;F;1203;13555
1989;1932;M;1201;13561
2008;1945;M;1083;13570
1998;1947;F;1201;13576
2010;1975;F;1202;13581
2019;1977;F;1208;13585
2009;1975;F;1216;13586
1994;1931;M;1202;13593
2021;1994;M;1025;13599
2016;1976;M;1261;13600
2000;1964;F;1202;13609
2017;1972;F;1207;13625
2019;1990;F;1206;13627
1993;1933;F;1201;13631
2016;1980;F;1252;13638
2016;1960;F;1250;13642
2015;1973;M;1262;13643
1998;1966;F;1203;13665
2014;1976;F;1205;13667
1998;1976;F;1201;13669
2003;1965;F;1208;13677
2013;1980;F;1262;13682
2011;1979;M;1202;13700
2003;1971;M;1201;13704
1998;1956;F;1216;13710
2015;1970;F;1208;13731
1997;1948;M;1201;13735
2002;1981;F;1252;13741
2016;1987;F;1251;13742
2016;1960;F;1262;13743
2005;1974;F;1205;13752
2003;1952;F;1208;13755
2002;1973;F;1203;13756
2004;1955;F;1208;13766
2004;1975;F;1207;13767
2021;1985;F;1203;13768
1999;1952;F;1203;13779
2013;1970;M;1261;13792
2013;1972;M;1216;13799
2010;1947;M;1208;13809
1999;1966;F;1204;13810
1989;1945;M;1216;13811
2021;1993;M;1203;13813
2000;1943;F;1205;13815
2013;1987;M;1203;13817
1999;1935;M;1202;13818
2016;1976;F;1204;13821
1992;1948;F;1202;13825
2002;1955;M;1207;13826
1996;1966;M;1204;13829
2019;1945;F;1206;13838
2013;1959;F;1262;13847
1986;1956;F;1216;13852
2003;1963;M;1201;13858
2013;1973;M;1262;13861
2017;1969;M;1262;13864
2013;1968;M;1205;13865
2012;1953;F;1204;13866
2020;1966;M;1201;13870
2013;1973;F;1262;13875
2013;1963;F;1251;13877
1997;1963;F;1208;13886
1990;1952;F;1216;13893
2010;1954;F;1206;13900
2011;1944;M;1202;13910
2013;1975;F;1262;13917
2013;1950;F;1262;13922
2017;1955;M;1205;13927
2017;1973;F;1251;13934
2013;1966;F;1208;13937
2017;1962;F;1206;13939
2019;1973;M;1206;13940
2019;1971;F;1205;13942
2015;1980;F;1208;13944
2016;1989;F;1251;13945
2013;1953;M;1251;13965
2013;1975;F;1262;13969
2005;1950;M;1208;13975
2008;1979;M;1250;13977
2007;1968;F;1203;13978
2012;1979;M;1216;13982
2017;1969;F;1261;13987
2015;1988;F;1261;13988
1992;1966;F;1202;13996
2009;1946;M;1206;14006
2015;1974;F;1204;14010
1985;1959;M;1203;14014
1996;1940;M;1202;14016
1994;1959;M;1201;14017
2001;1959;M;1216;14021
2001;1969;M;1035;14027
2014;1964;F;1261;14028
2013;1946;F;1261;14029
1996;1940;F;1202;14030
2017;1953;M;1252;14034
2016;1990;M;1262;14046
2015;1958;F;1203;14053
2008;1982;F;1250;14054
2013;1966;M;1261;14056
2016;1997;M;1201;14061
2018;1949;M;1262;14068
2015;1992;M;1208;14070
2019;1930;M;1250;14074
2000;1939;F;1207;14085
2012;1973;M;1202;14088
2010;1950;M;1203;14089
1997;1978;F;1201;14090
2013;1970;M;1208;14093
2000;1942;M;1201;14095
2000;1967;M;1203;14097
1998;1949;F;1252;14099
2007;1973;F;1216;14104
2013;1971;F;1262;14106
1995;1965;M;1202;14111
2003;1958;M;1208;14112
2015;1975;F;1216;14113
1998;1966;F;1201;14122
1994;1951;M;1201;14123
2020;1962;M;1250;14126
1999;1941;M;1201;14130
2020;1937;F;1169;14137
2017;1967;M;1252;14139
2017;1954;M;1208;14143
2021;1995;M;1207;14147
2004;1954;F;1204;14150
1998;1953;M;1203;14152
1993;1969;F;1252;14156
2000;1958;F;1201;14161
2013;1946;M;1261;14167
2011;1980;M;1203;14169
1997;1957;F;1250;14170
2008;1977;F;1025;14179
2021;1991;M;1262;14186
2018;1992;F;1251;14187
2005;1971;F;1203;14189
2000;1979;M;1205;14191
1981;1938;M;1052;14193
2014;1978;F;1094;14199
2007;1978;M;1025;14200
2002;1976;M;1203;14202
2016;1974;F;1039;14204
2019;1970;F;1203;14206
2003;1949;M;1207;14208
1985;1958;M;1252;14210
2017;1983;F;1201;14211
1999;1943;F;1203;14212
1998;1970;F;1203;14213
2007;1962;M;1250;14214
2017;1987;M;1201;14215
2011;1977;M;1202;14218
2013;1968;F;1261;14219
2013;1971;M;1261;14223
2014;1976;F;1216;14224
1992;1970;F;1216;14225
2012;1956;F;1206;14226
1998;1942;F;1201;14231
1993;1955;M;1207;14234
2000;1961;M;1018;14236
2003;1954;F;1203;14238
2014;1995;M;1206;14242
1999;1952;M;1202;14244
2013;1954;M;1202;14245
1998;1978;F;1021;14246
2011;1975;F;1208;14249
2018;1955;F;1208;14250
1972;1950;M;1203;14252
1990;1963;F;1216;14253
1997;1940;M;1202;14255
2003;1970;F;1208;14261
2013;1965;M;1261;14266
2018;1972;F;1207;14269
1999;1956;F;1204;14270
2014;1967;F;1202;14274
2000;1947;F;1204;14275
1998;1938;M;1204;14278
2013;1964;F;1261;14279
2005;1941;M;1216;14281
2018;1978;F;1252;14282
2003;1971;M;1203;14284
2013;1950;M;1261;14290
1993;1938;F;1201;14291
2017;1945;F;1201;14292
2014;1974;M;1261;14294
2001;1953;F;1202;14296
2017;1988;F;1252;14298
1994;1961;F;1201;14301
1989;1953;F;1201;14305
2015;1971;M;1207;14306
2008;1990;F;1205;14307
2006;1961;M;1207;14310
2003;1962;M;1206;14312
2013;1971;F;1216;14314
2002;1954;F;1207;14318
2012;1945;M;1033;14319
2011;1972;F;1203;14321
2013;1976;M;1262;14323
2013;1975;F;1262;14325
2002;1964;M;1207;14327
1997;1941;M;1201;14330
1997;1967;M;1033;14341
2014;1983;F;1201;14343
1999;1972;F;1202;14347
1991;1960;M;1201;14348
2001;1964;M;1206;14351
2004;1959;F;1207;14355
2002;1954;M;1207;14356
2014;1968;F;1208;14359
2013;1953;F;1261;14362
2014;1981;M;1262;14366
2000;1969;F;1058;14367
2000;1943;F;1019;14369
2013;1982;F;1261;14374
2015;1954;M;1206;14376
2011;1961;F;1201;14378
2015;1971;F;1262;14383
1995;1942;M;1201;14384
2015;1986;F;1204;14385
2018;1962;M;1208;14386
2000;1940;M;1252;14387
1992;1939;M;1202;14388
2016;1957;M;1208;14390
1991;1952;F;1035;14391
1993;1928;F;1201;14392
2002;1968;F;1201;14397
2002;1951;M;1207;14400
2013;1961;M;1261;14401
1999;1960;M;1205;14404
2014;1984;F;1204;14412
2000;1949;F;1203;14420
1999;1944;M;1201;14424
2000;1955;F;1202;14427
2010;1937;F;1206;14430
2014;1942;F;1216;14433
1986;1962;M;1018;14435
2012;1968;F;1250;14437
2002;1958;F;1252;14441
2018;1989;F;1250;14445
2021;1978;M;1206;14446
1999;1953;F;1095;14447
2003;1951;M;1203;14450
1984;1953;F;1018;14451
2013;1976;F;1216;14458
2009;1960;F;1207;14459
1983;1956;F;1216;14461
1999;1951;F;1204;14462
1998;1938;F;1201;14466
1990;1956;M;1203;14471
2018;1983;F;1207;14472
2008;1961;M;1202;14473
2013;1944;F;1207;14474
2020;1986;M;1262;14479
2002;1955;F;1207;14480
2018;1955;M;1261;14481
2017;1987;F;1204;14487
2001;1976;F;1203;14490
1997;1945;F;1208;14491
1997;1955;M;1252;14494
2001;1970;F;1201;14499
1997;1972;M;1201;14504
2013;1950;M;1261;14506
2013;1937;M;1262;14509
1999;1965;F;1203;14512
2014;1967;F;1261;14513
2013;1973;F;1262;14518
2006;1963;F;1018;14524
2013;1974;F;1251;14528
2005;1955;M;1216;14530
2019;1993;F;1251;14532
2018;1945;F;1252;14533
1991;1973;M;1022;14534
2000;1955;M;1202;14537
1998;1966;F;1021;14539
2003;1971;F;1202;14543
2013;1957;F;1261;14544
2013;1979;F;1261;14546
2013;1974;F;1261;14549
2004;1964;M;1208;14552
2016;1978;M;1204;14555
2013;1966;F;1262;14556
1996;1935;F;1201;14558
2002;1946;F;1204;14560
2003;1952;F;1203;14561
1972;1949;M;1250;14563
2016;1990;F;1201;14566
2001;1968;M;1202;14572
2014;1962;F;1206;14573
2017;1981;M;1206;14574
2022;1955;F;1206;14575
1998;1970;F;1208;14581
2014;1942;M;1208;14584
2009;1976;F;1250;14591
2013;1960;F;1262;14592
2004;1981;M;1203;14593
2003;1971;M;1201;14597
2015;1966;F;1251;14604
2017;1977;F;1208;14606
1998;1963;M;1250;14607
2003;1977;F;1208;14614
2016;1985;M;1206;14617
1996;1966;F;1018;14618
1999;1950;M;1201;14619
2016;1982;M;1207;14622
2019;1956;M;1250;14623
2021;1995;M;1204;14624
2002;1941;F;1206;14637
2003;1974;M;1203;14642
1999;1948;F;1203;14643
1997;1955;F;1216;14644
2014;1952;M;1252;14647
2007;1976;F;1207;14649
2016;1983;F;1251;14650
2019;1966;F;1252;14651
2003;1937;F;1216;14652
2016;1946;M;1251;14654
1999;1959;M;1203;14655
2014;1951;F;1216;14657
1992;1933;F;1201;14658
2003;1965;F;1203;14660
2017;1958;M;1261;14663
1988;1938;F;1201;14665
1999;1933;M;1205;14666
1999;1941;F;1201;14671
2002;1963;M;1203;14675
1997;1949;F;1205;14677
2013;1994;F;1205;14680
2002;1964;F;1203;14681
2000;1950;F;1201;14685
2021;1945;F;1216;14686
2015;1978;F;1206;14688
1993;1941;F;1208;14689
1996;1948;M;1202;14695
2013;1977;F;1261;14696
1994;1962;F;1203;14698
2020;1982;F;1207;14699
2004;1958;M;1095;14701
2012;1934;F;1201;14706
2008;1984;F;1204;14709
2017;1982;M;1208;14712
2016;1975;F;1250;14717
2020;1958;M;1216;14720
2013;1987;F;1203;14722
2013;1949;M;1261;14724
2014;1973;F;1208;14731
1994;1932;M;1201;14732
2019;1986;F;1208;14734
1999;1964;M;1202;14735
2008;1960;F;1202;14736
2014;1957;F;1262;14737
2011;1971;F;1203;14739
2011;1945;F;1207;14740
2017;1987;M;1203;14744
2010;1970;F;1206;14748
2014;1971;F;1261;14750
2006;1933;M;1202;14755
2014;1955;M;1262;14757
1988;1947;F;1201;14761
1999;1940;F;1205;14762
1988;1952;F;1201;14772
2004;1973;M;1208;14773
1991;1944;M;1035;14775
2015;1979;M;1251;14778
2002;1955;F;1206;14786
1983;1952;M;1203;14787
2021;1993;M;1206;14788
1993;1943;F;1201;14791
2004;1973;M;1208;14792
1984;1942;M;1201;14794
1997;1974;F;1201;14799
2011;1975;M;1206;14801
2014;1955;M;1262;14802
1994;1961;F;1045;14808
1999;1937;M;1252;14809
2003;1949;F;1208;14812
2004;1946;F;1206;14813
1999;1965;F;1203;14821
2016;1982;F;1251;14823
1991;1950;M;1203;14824
1987;1953;M;1203;14825
2013;1958;F;1261;14826
2019;1992;F;1206;14831
2013;1981;F;1216;14833
1994;1953;M;1066;14837
2013;1952;F;1261;14838
2020;1966;M;1252;14839
1999;1936;M;1204;14850
1995;1970;M;1204;14851
2013;1958;M;1262;14854
2021;1960;M;1202;14857
2012;1967;F;1202;14858
2015;1938;F;1261;14859
2008;1963;M;1208;14860
2012;1963;M;1201;14861
2021;1970;M;1261;14863
1999;1968;F;1094;14866
2012;1971;M;1205;14867
2016;1975;M;1261;14870
2021;1974;M;1262;14871
1997;1968;F;1203;14872
2014;1975;F;1201;14874
2020;1999;M;1251;14884
2015;1962;M;1204;14885
1991;1957;M;1203;14887
2003;1953;M;1203;14893
2013;1979;M;1261;14895
2016;1984;F;1202;14897
1994;1970;F;1203;14898
2016;1987;M;1208;14901
2015;1988;M;1207;14909
1995;1957;M;1201;14915
2005;1946;M;1009;14916
2008;1966;M;1216;14918
2007;1972;M;1201;14921
2014;1981;M;1203;14922
1988;1953;F;1028;14924
2018;1967;F;1252;14928
2020;1997;F;1261;14930
2009;1978;M;1204;14932
2010;1951;M;1203;14935
2013;1972;F;1261;14941
2021;1978;M;1203;14949
2002;1943;F;1207;14951
2013;1970;M;1261;14953
2012;1959;F;1206;14957
1998;1950;F;1201;14958
2013;1956;M;1208;14960
1993;1952;F;1201;14961
1999;1942;M;1015;14963
2013;1956;F;1261;14965
2016;1967;F;1261;14971
2000;1963;F;1203;14973
2020;1950;F;1201;14975
2008;1956;M;1203;14978
2012;1975;F;1208;14988
2019;1971;F;1206;14990
2000;1960;F;1202;14993
2015;1950;F;1201;14994
2014;1966;F;1261;14999
2013;1966;M;1251;15002
2002;1963;F;1203;15004
2016;1989;F;1207;15005
1990;1959;F;1086;15008
2017;1971;M;1206;15010
2007;1953;F;1201;15012
2005;1977;F;1203;15014
2004;1962;M;1202;15021
2000;1952;F;1203;15023
2012;1973;M;1206;15024
1997;1974;M;1201;15028
1988;1936;F;1201;15029
2019;1954;F;1204;15035
2000;1967;F;1202;15037
1998;1966;F;1202;15038
2012;1986;F;1251;15039
2014;1964;F;1201;15047
1993;1948;F;1203;15053
2001;1958;M;1204;15054
2019;1950;M;1042;15057
1992;1940;F;1201;15058
2017;1955;M;1203;15059
1991;1940;F;1201;15061
2019;1971;M;1206;15063
2001;1948;M;1208;15065
1990;1964;F;1009;15067
1996;1966;M;1208;15071
2006;1955;M;1208;15075
2021;1935;F;1201;15079
2012;1963;F;1202;15080
2002;1959;M;1207;15082
1999;1969;M;1204;15085
2002;1959;F;1207;15086
2016;1985;M;1208;15087
2000;1960;F;1206;15089
1999;1951;F;1204;15091
2012;1964;F;1250;15094
1998;1955;F;1201;15095
2020;1969;F;1250;15096
2005;1944;F;1216;15100
2015;1965;M;1202;15109
2014;1987;M;1216;15111
1992;1940;M;1201;15112
2013;1947;F;1261;15116
2010;1979;M;1206;15118
1999;1965;F;1252;15120
2019;1972;M;1251;15136
2012;1944;M;1250;15139
2022;1982;F;1261;15140
2002;1959;F;1206;15145
2014;1971;F;1207;15146
2014;1946;F;1206;15152
2014;1979;M;1203;15153
2008;1971;F;1206;15155
1995;1953;F;1035;15157
2015;1974;F;1252;15158
2007;1960;M;1250;15161
2002;1962;F;1201;15162
2016;1990;F;1203;15163
2011;1973;F;1251;15168
2001;1958;F;1205;15172
1999;1963;F;1202;15176
2010;1950;F;1207;15177
1990;1950;F;1208;15179
1999;1969;M;1202;15182
2002;1971;F;1206;15186
1995;1959;F;1201;15188
2015;1960;M;1262;15190
2013;1956;F;1261;15195
2008;1966;F;1033;15201
1999;1948;F;1201;15205
2019;1998;F;1202;15208
2018;1988;F;1202;15209
2013;1942;F;1261;15213
2014;1974;F;1262;15217
1995;1961;M;1203;15218
1999;1968;F;1203;15219
2013;1972;M;1261;15223
2013;1980;F;1262;15226
2019;1971;F;1250;15233
2017;1960;F;1202;15235
2014;1980;F;1261;15245
1987;1941;F;1201;15248
2002;1969;F;1206;15261
2011;1983;F;1208;15266
2014;1961;F;1262;15267
1995;1964;F;1202;15268
1999;1943;M;1203;15278
1987;1960;M;1252;15281
1997;1949;M;1202;15286
2006;1977;M;1250;15287
2020;1944;F;1169;15288
1999;1969;F;1094;15299
2017;1958;M;1262;15303
2001;1960;F;1202;15304
2018;1966;F;1201;15305
2019;1956;F;1262;15308
1992;1928;M;1095;15322
2015;1989;M;1262;15323
1999;1965;M;1095;15327
2013;1968;F;1261;15337
2019;1988;M;1252;15338
2011;1972;F;1208;15341
2014;1985;F;1261;15342
2013;1941;M;1251;15343
2013;1975;M;1251;15344
2013;1957;F;1261;15348
2003;1972;M;1207;15349
2018;1991;F;1208;15353
2002;1953;M;1205;15354
2000;1941;M;1203;15364
2013;1972;M;1261;15367
2018;1972;M;1041;15368
2014;1957;M;1206;15371
2002;1947;M;1206;15373
2005;1967;F;1216;15374
2008;1961;M;1201;15380
2007;1950;F;1206;15381
1999;1957;M;1202;15385
2018;1951;F;1262;15386
2017;1981;M;1208;15399
2016;1961;M;1262;15400
1999;1972;M;1058;15403
2014;1980;F;1203;15408
2001;1948;F;1208;15411
2010;1969;M;1250;15417
1995;1952;M;1204;15419
2012;1984;M;1251;15420
2014;1967;F;1208;15424
2015;1973;M;1251;15429
2014;1974;F;1262;15431
1996;1951;M;1201;15432
2015;1949;M;1208;15434
